Identifiant 0,Sexe 1,Nom1 2,Nom2 3,Prénom 4,Statut 5,Signature 6,co-auteurs CRH 7,co-auteurs extérieurs 8,Objet 9,Titre 10,Revue 11,Direction 12,livre collectif 13,ouvrage préfacé 14,Dédicataire 15,Dictionnaire 16,Date 17,Lieu 18,Éditeur 19,Collection 20,Série 21,Organisme 22,Langue 23,nombre de pages 24
107,m,NORA,,Pierre,Directeur d'études EHESS,1,,,article de dictionnaire,Mémoire collective,,"J.Le Goff, R.Chartier, J.Revel",La nouvelle histoire,,,La nouvelle histoire,1978,Paris,Retz,,,,français,4
108,m,DESCIMON,,Robert,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Les ducs de Nevers au temps de Blaise de Vigenère ou la puissance de faire des hommes puissants,,?,"Blaise de Vigenère, poète et mythographe au temps de Henri III,",,,,1994,Paris,Cahiers V.L.Saulnier,,,,français,25
109,f,MANE,,Perrine,Chargé de recherche CNRS,1,,,article dans une revue,Enluminures médiévales des <Vvi>Géorgiques</Vvi> de Virgile,"Mélanges de l'Ecole Française de Rome, Moyen Age-Temps Modernes,",,,,,,1995,,,,,,français,97
110,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,L'ermite et le tailleur de pierres,,"J.Berlioz, C.Brémond et C.Velay-Vallantin",Formes médiévales du conte merveilleux,,,,1989,Paris,Stock,,,,français,6
111,m,DESCIMON,,Robert,Directeur d'études EHESS,1,,,article dans des actes de colloque,"Juristes, science du droit et pouvoir d'Etat au temps de Galilée",,,"Tribute to Galileo in Padua, Atti delle celebrazioni galileiane (1592-1992)",,,,1995,Trieste,,,,,français,25
112,m,DESCIMON,,Robert,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Sacrez Henri,,?,1594. Le Sacre d'Henri IV à Chartres,,,,1994,Chartres,Musée des Beaux Arts,,,,français,7
113,m,PESTRE,,Dominique,Chargé de recherche CNRS,1,,,article dans des actes de colloque,The Creation of CERN in the Early 50s : Chance or Necessity,,"M.de Maria, M.Grilli et F.Sabastiani","Proceedings of the International Conference on the Restructuring of Physical Sciences in Europe and the United States, 1945-1960",,,,1989,Singapour,World Scientific,,,,anglais,11
114,f,SCHERRER,,Jutta,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Zur politischen Kultur der 'linken Bolschewiki',,?,Wissenschaftskolleg Jahrbuch 1984/85,,,,1986,Berlin,,,,,allemand,15
115,m,DESCIMON,,Robert,Directeur d'études EHESS,1,,,contribution dans des Mélanges,Les scrutateurs des élections échevinales à Paris (mi-XVIe / mi-XVIIe siècle). Des médiateurs de fidélité,,"M. Balard, J.-C. Hervé et N. Lemaitre",Paris et ses campagnes sous l'Ancien Régime. Mélanges offerts à Jean Jacquart,,Jean Jacquart,,1994,Paris,,,,,français,15
116,m,DEWERPE,,Alain,Directeur d'études EHESS,1,,,contribution dans un livre collectif,L'exercice des conventions. Le cas de l'industrie navale française (fin XIXe-début XXe siècle),,B. Lepetit,"Les Formes de l'expérience. Une autre histoire sociale,",,,,1995,Paris,Albin Michel,,,,français,28
117,f,SCHERRER,,Jutta,Directeur d'études EHESS,1,,,contribution dans un livre collectif,'Proletarische Kultur' : die Entstehung des Konzepts und seine Umsetzung in der Organisation des frühen 'Proletkult',,Friedhelm,Arbeiterkulturen zwischen Alltag und Politik,,,,1986,Vienne-Munich-Zurich,,,,,allemand,22
118,f,MANE,,Perrine,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,L'Opus Ruralium Commodorum di Pietro de Crescenzi,,M.S. Calo Mariani et R. Cassano,"Federico II, immagine e potere,",,,,1995,Bari,,,,,italien,5
119,m,MILO,,Daniel,Maître de conférences EHESS,1,,,contribution dans des Mélanges,"Epicerie, Parano, Iceberg (EPI)",,,"De Russie et d'ailleurs : feux croisés sur l'histoire, Pour Marc Ferro,",,Marc Ferro,,1995,Paris,Institut d'études slaves,,,,français,8
120,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,Robert le Diable,,"J.Berlioz, C.Brémond et C.Velay-Vallantin",Formes médiévales du conte merveilleux,,,,1989,Paris,Stock,,,,français,15
121,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,contribution dans des Mélanges,Histoire d'un concept : l'espérance de vie. La contribution de Louis et Christian Huygens (1669),,,Studia in honorem Roberti Horvath septuagenarii,,Roberti Horvath,,1986,Szeged,,,,,français,
122,m,DEROUET,,Bernard,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,La transmission égalitaire du patrimoine dans la France rurale (XVIe-XIXe siècles) : nouvelles perspectives de recherche,,F. Chacon Jimenez,"Historia de la Familia,",,,,1996,Murcia,,,,,français,19
123,m,BURGUIERE,,André,Directeur d'études EHESS,1,,,contribution dans un livre collectif,La Famille et l'Etat. Débats et attentes de la société à la veille de la Révolution,,?,"La Famille, la Loi, l'Etat",,,,1989,Paris,Centre Pompidou/Imprimerie nationale,,,,français,10
124,m,DEROUET,,Bernard,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,Nuptialité et reproduction familiale dans les systèmes d'héritage masculin : l'exemple de la Franche-Comté,,"A. Bideau, G. Brunet, K. A. Lynch et A. Perrenoud",Les Systèmes démographiques européens,,,,1996,,,,,,français,
125,m,DUPAQUIER,,Jacques,Directeur d'études EHESS,1,,,contribution dans un livre collectif,France 'naturelle' et France 'contraceptive',,?,"L'Etat de la France pendant la Révolution, 1789-1799",,,,1988,Paris,La Découverte,,,,français,
126,m,DEPEYROT,,Georges,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,Les médaillons d'or unifaces du quatrième siècle (319-340),,?,"Italiam Fato Profvgi, Hesperinaque venerunt litora, Numismatic studies dedicated to Vladimir and Elvira Clain-Stefanelli",,,,1996,Louvain-la-neuve,publications d'histoire de l'art et d'archéologie de l'université catholique de Louvain,,,,français,8
127,f,TRIANTAFYLLIDOU,BALADIE,Yolande,Chef de travaux EHESS,1,,,contribution dans un livre collectif,Greniers publics et familiaux en Grèce du 15e au 20 siècle,,"M.Gast, F.Sigaut",Les techniques de conservation des grains à long terme,,,,1979,Paris,CNRS,,,,français,9
128,m,PETER,,Jean-Pierre,Maître de conférences EHESS,1,,,article dans une revue,"Franz Anton Mesmer, médecin trop guérisseur, guérisseur trop médecin",Bulletin de la Société française d'hypnose,,Du magnétisme animal à l'hypnose,,,,1986,,,,,,français,14
129,f,BEUTLER,,Corinne,Chargé de recherche CNRS,1,,,article dans des actes de colloque,"Le rôle des moulins banaux du Séminaire de Saint-Sulpice à Montréal entre la campagne et la ville, 1790-1840",,J. GOY & J.-P. VALLOT,"Evolution et éclatement du monde rural. France-Québec XVIIe-XIXe siècles. Actes du colloque franco-québécois d'histoire comparée, Rochefort, 1982",,,,1986,Paris-Montréal,EHESS-PUM,,,,français,16
130,m,DEWERPE,,Alain,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Le maestranze e l'organizzazione del lavoro,,V. Castronovo,"Storia dell'Ansaldo. 1. Le origini. 1853-1882,",,,,1994,Bari,Laterza,,,,italien,31
131,m,REVEL,,Jacques,Maître assistant EHESS,1,,,contribution dans un livre collectif,Food supplies in early modern Rome,,?,Food and drink in history,,,,1979,,,,,,anglais,13
132,m,RICHET,,Denis,Directeur d'études EHESS,1,,,contribution dans un livre collectif,?,,"F.Bedarida, F.Crouzet",Dix siècles d'histoire franco-britannique. De Guillaume le Conquérant au Marché Commun,,,,1979,Paris,Albin Michel,,,,français,
133,m,BERLIOZ,,Jacques,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,La petite robe rouge,,"J.Berlioz, C.Brémond et C.Velay-Vallantin",Formes médiévales du conte merveilleux,,,,1989,Paris,Stock,,,,français,7
134,f,DESROSIERS,,Sophie,Maître de conférences EHESS,1,,,article dans des actes de colloque,Les lisières d'un être vivant ? Sur les tissus à quatre lisières dans les Andes,,,"Lisières et bordures, Actes des premières journées d'étude de l'AFET, 13-14 juin 1996",,,,1997,,,,,,français,
135,f,DESROSIERS,,Sophie,Maître de conférences EHESS,1,,,contribution dans un livre collectif,Draps d'areste (III) : Singularité du tissage et origine des tisserands,,?,"Islamische Textilkunst des Mittelalters : Aktuelle Probleme,",,,,1996,,Riggisberger Berichte,,,,français,13
136,m,SCHMITT,,Jean-Claude,Maître assistant EHESS,1,,,article de dictionnaire,Histoire des marginaux,,"J.Le Goff, R.Chartier, J.Revel",La nouvelle histoire,,,La nouvelle histoire,1978,Paris,Retz,,,,français,26
137,m,DESCIMON,,Robert,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Le corps de ville et le système cérémoniel parisien au début de l'âge moderne,,M. Boone et M. Prak,"Statuts individuels, statuts corporatifs et statuts judiciaires dans les villes européennes (moyen âge et temps modernes)",,,,1996,Louvain,,,,,français,56
138,m,SCHMITT,,Jean-Claude,Maître assistant EHESS,1,,,article de dictionnaire,Marc Bloch,,"J.Le Goff, R.Chartier, J.Revel",La nouvelle histoire,,,La nouvelle histoire,1978,Paris,Retz,,,,français,4
139,m,DESCIMON,,Robert,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Power Elites and the Prince : the State as Enterprise,,W. Reinhard,Power Elites and State Building,,,,1996,Oxford,,,,,anglais,21
140,m,PETER,,Jean-Pierre,Maître de conférences EHESS,1,,,article dans des actes de colloque,Critique historique de l'éducation pour la santé,,,"Actes du Colloque du Comité Français d'Education pour la Santé, Paris 1986",,,,1986,Paris,,,,,français,6
141,f,MANE,,Perrine,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,Les bovins dans l'agriculture médiévale et les bovidés dans le 'Tacuinum Sanitatis',,?,"Aurochs, le retour. Les bovidés de la Préhistoire à nos jours",,,,1994,Lons-le-Saunier,,,,,français,119
142,f,MANE,,Perrine,Chargé de recherche CNRS,1,,,contribution dans des Mélanges,Le paysan dans ses meubles,,,"Campagnes médiévales : l'homme et son espace, Mélanges Fossier",,Fossier,,1994,Paris,,,,,français,14
143,f,MANE,,Perrine,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,I recipienti da vino nell'iconografia italiana dei secoli XIV-XV,,L. Gaulin et A.J. Grieco,"Dala vite al vino : Fonti e problemi della vitivinicoltura italiana medievale,",,,,1994,Bologne,Ed. CLUEB,,,,italien,32
144,m,PETER,,Jean-Pierre,Maître de conférences EHESS,1,,,contribution dans un livre collectif,L'imaginaire des maladies,,M.Casenave,Histoire et Imaginaire,,,,1986,Paris,,,,,français,25
145,m,DESCIMON,,Robert,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Les capitaines de la milice bourgeoise à Paris (1589-1651) : pour une prosopographie de l'espace social parisien,,J.-Ph. Genet et G. Lottes,L'État moderne et les élites XIIIe-XVIIIe siècles,,,,1996,Paris,,,,,français,23
146,m,DESCIMON,,Robert,Directeur d'études EHESS,1,,,contribution dans un livre collectif,L'invention de la noblesse de robe. La jurisprudence du parlement de Paris aux XVIe et XVIIe siècles,,J. Poumarède et J. Thomas,"Les Parlements de province. Pouvoirs, justice et société du XVe au XVIIIe siècle",,,,1996,Toulouse,,,,,français,14
147,m,BURGUIERE,,André,Directeur d'études EHESS,1,,,contribution dans un livre collectif,La Famille : mythes et réalités,,?,"Origines et devenir de l'homme, Entretiens à la prison de Saint-Maur",,,,1989,Toulouse,ERES réplique,,,,français,27
148,m,SCHMITT,,Jean-Claude,Maître assistant EHESS,1,,,article de dictionnaire,Gestes,,"J.Le Goff, R.Chartier, J.Revel",La nouvelle histoire,,,La nouvelle histoire,1978,Paris,Retz,,,,français,2
149,m,SCHMITT,,Jean-Claude,Maître assistant EHESS,2,J.Le Goff,,contribution dans un livre collectif,"Au 13e siècle, une parole nouvelle",,J.Delumeau,Histoire vécue du peuple chrétien,,,,1979,Toulouse,Privat,,,,français,23
150,f,BONNAIN,,Rolande,Maître de conférences EHESS,1,,,article dans des actes de colloque,Approche anthropologique des espaces marchands,,,"Actes du Colloque L'Autre en question, Paris 1989",,,,1989,Paris,,,,,français,5
151,m,JULIA,,Dominique,Directeur de recherche CNRS,1,,,article de dictionnaire,Enseignement de l'histoire,,"J.Le Goff, R.Chartier, J.Revel",La nouvelle histoire,,,La nouvelle histoire,1978,Paris,Retz,,,,français,6
152,m,JULIA,,Dominique,Directeur de recherche CNRS,1,,,article de dictionnaire,Religion,,"J.Le Goff, R.Chartier, J.Revel",La nouvelle histoire,,,La nouvelle histoire,1978,Paris,Retz,,,,français,6
153,f,DUCREUX,,Marie-Elisabeth,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,Lire à en mourir : livres et lecteurs en Bohême au XVIIIe siècle,,R.Chartier,Les usages de l'Imprimé,,,,1987,Paris,Fayard,,,,français,51
154,m,JULIA,,Dominique,Directeur de recherche CNRS,2,,L.Donnat,contribution dans un livre collectif,Le recrutement d'une congrégation monastique à l'époque moderne: les Bénédictins de Saint-Maur. Esquisse d'histoire quantitative,,?,"Saint-Thierry, une abbaye du 6e au 20e siècle",,,,1979,Saint-Thierry,,,,,français,30
155,f,FAUVE,CHAMOUX,Antoinette,Maître de conférences EHESS,1,,,contribution dans un livre collectif,Aging in a never empty nest : the elasticity of the stem family,,T. Hareven,Aging and generational relations over the life course,,,,1996,Berlin,Walter de Gruyter,,,,anglais,25
156,f,FAUVE,CHAMOUX,Antoinette,Maître de conférences EHESS,1,,,contribution dans un livre collectif,Female mobility and urban population in preindustrial France (1500-1900),,A. Eiras-Roel et O. Rey Castelao,Internal Migrations and medium distance Migrations in Historical Europe,,,,1995,Santiago de Compostelle,CIDH,,,,anglais,29
157,f,BEUTLER,,Corinne,Chargé de recherche CNRS,1,,,contribution dans des Mélanges,Le marché du blé et les prix céréaliers à Montréal à la fin du régime seigneurial (1790-1840),,L.Mottu-Weber et D.Zumkeller,Mélanges d'histoire économique offerts au Professeur Anne-Marie Piuz,,Anne-Marie Puiz,,1989,Genève,ISTEC-université de Genève,,,,français,13
158,f,PIPONNIER,,Françoise,Directeur d'études EHESS,1,,,contribution dans un livre collectif,"Matières premières du costume et groupes sociaux, Bourgogne XIVe-XVe siècles",,"M.Baulant, A.J.Schurman et P.Servais",Inventaires après décès et ventes de meubles,,,,1988,Bruxelles,,,,,français,19
159,f,FONTAINE,,Laurence,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,Les colporteurs briançonnais. Forces et fragilités des réseaux de libraires et colporteurs au XVIIIe siècle,,"F. Barbier, S. Juratic et D. Varry",L'Europe et le livre. Réseaux et pratiques du négoce de librairie XVIe-XIXe siècles,,,,1996,Paris,Klincksieck,,,,français,17
160,m,JULLIARD,,Jacques,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Les syndicats et la politique,,P.Birnbaum,Critique des pratiques politiques,,,,1978,Paris,Galilée,,,,français,
161,f,FAUVE,CHAMOUX,Antoinette,Maître de conférences EHESS,1,,,contribution dans un livre collectif,Female surplus and preindustrial work : the French urban experience,,A. Fauve-Chamoux et S. Sogner,"Socio-economic consequences of sex-ratios in historical perspective, 1500-1980",,,,1994,Milan,Universita Bocconi,,,,anglais,20
162,f,FAUVE,CHAMOUX,Antoinette,Maître de conférences EHESS,1,,,contribution dans un livre collectif,Mariages-sauvages contre mariages-souches,,G. Ravis-Giordani et M. Ségalen,Les Cadets,,,,1994,Paris,CNRS,,,,français,14
163,m,JULLIARD,,Jacques,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Le Tiers monde et la gauche,,?,Le Tiers-monde et la gauche,,,,1979,,,,,,français,
164,m,JULLIARD,,Jacques,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Pour ne pas conclure,,?,Le Tiers-monde et la gauche,,,,1979,,,,,,français,
165,m,JULLIARD,,Jacques,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Classe mystique et prolétariat réel,,?,Crise et avenir de la classe ouvrière,,,,1979,Paris,Seuil,,,,français,
166,f,FARGE,,Arlette,Directeur de recherche CNRS,1,,,contribution dans un livre collectif,Les femmes au XVIIIe siècle - Paris,,C.Dauphin et A.Farge,De la Violence et des femmes,,,,1997,Paris,Albin Michel,,,,français,
167,m,BERTHE,,Jean-Pierre,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Le mercure et l'industrie minière mexicaine au XVIe siècle,,J.L.Peset,"Ciencia, Vida y Espacio en Iberoamérica",,,,1989,Madrid,,,,,français,12
168,f,BONNAIN,,Rolande,Maître de conférences EHESS,1,,,contribution dans un livre collectif,Héritage et autorité,,F.Lebrun et N.Seguin,Société villageoise et rapports villes/campagnes,,,,1987,Nantes-Trois-Rivières,,,,,français,15
169,f,FONTAINE,,Laurence,Chargé de recherche CNRS,1,,,contribution dans un livre collectif,Colporteurs de livres dans l'Europe du XVIIIe siècle,,R. Chartier et H.-J. Lüsebrink,Colportage et lecture populaire. Imprimés de large circulation en Europe XVIe-XIXe siècles,,,,1996,Paris,IMEC/MSH,,,,français,16
170,m,LE BRAS,,Hervé,Directeur d'études EHESS,1,,,contribution dans un livre collectif,Guerre et Population,,P. Boniface,La Puissance internationale,,,,1994,Paris,Dunod,,,,français,18
171,m,LE BRAS,,Hervé,Directeur d'études EHESS,1,,,contribution dans un livre collectif,"Le droit de vote, machine à intégrer",,E. Malet,La Xénophobie,,,,1994,Paris,UNESCO-passages,,,,français,5
172,m,BRAUNSTEIN,,Philippe,Directeur d'études EHESS,1,,,article dans des actes de colloque,Le travail minier dans le royaume de France à la fin du Moyen Age,,K.H.Ludwig et P.Sika,"Actes du Colloque Bergbau und Arbeitsrecht. Die Arbeitsverfassung im europäischen Bergbau des Mittelalters und der frühen Neuzeit, Bad Gastein 1987",,,,1989,Vienne,Böchsteiner Montata,,,,français,30
173,m,GOY,,Joseph,Directeur d'études EHESS,1,,,article de dictionnaire,Histoire orale,,"J.Le Goff, R.Chartier, J.Revel",La nouvelle histoire,,,La nouvelle histoire,1978,Paris,Retz,,,,français,3
